
Querying Entries:   0%|          | 0/100 [00:00<?, ?entry/s]
Querying Entries:   0%|          | 0/100 [00:14<?, ?entry/s, AdvAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  44%|████▍     | 44/100 [12:45<16:48, 18.01s/entry, AdvAcc: (gpt4o: 2.2% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  45%|████▌     | 45/100 [12:46<16:12, 17.68s/entry, AdvAcc: (gpt4o: 2.2% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  45%|████▌     | 45/100 [13:05<16:12, 17.68s/entry, AdvAcc: (gpt4o: 2.2% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  46%|████▌     | 46/100 [13:06<16:29, 18.33s/entry, AdvAcc: (gpt4o: 2.2% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  46%|████▌     | 46/100 [13:19<16:29, 18.33s/entry, AdvAcc: (gpt4o: 2.1% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  47%|████▋     | 47/100 [13:20<15:03, 17.06s/entry, AdvAcc: (gpt4o: 2.1% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  47%|████▋     | 47/100 [13:33<15:03, 17.06s/entry, AdvAcc: (gpt4o: 2.1% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  48%|████▊     | 48/100 [13:34<13:57, 16.10s/entry, AdvAcc: (gpt4o: 2.1% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  48%|████▊     | 48/100 [13:50<13:57, 16.10s/entry, AdvAcc: (gpt4o: 2.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  49%|████▉     | 49/100 [13:51<13:53, 16.34s/entry, AdvAcc: (gpt4o: 2.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  49%|████▉     | 49/100 [14:09<13:53, 16.34s/entry, AdvAcc: (gpt4o: 2.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  50%|█████     | 50/100 [14:10<14:17, 17.15s/entry, AdvAcc: (gpt4o: 2.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  50%|█████     | 50/100 [14:19<14:17, 17.15s/entry, AdvAcc: (gpt4o: 2.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  51%|█████     | 51/100 [14:20<12:13, 14.98s/entry, AdvAcc: (gpt4o: 2.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  51%|█████     | 51/100 [14:33<12:13, 14.98s/entry, AdvAcc: (gpt4o: 1.9% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  52%|█████▏    | 52/100 [14:34<11:55, 14.90s/entry, AdvAcc: (gpt4o: 1.9% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  52%|█████▏    | 52/100 [14:45<11:55, 14.90s/entry, AdvAcc: (gpt4o: 1.9% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  53%|█████▎    | 53/100 [14:46<10:49, 13.83s/entry, AdvAcc: (gpt4o: 1.9% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  53%|█████▎    | 53/100 [14:57<10:49, 13.83s/entry, AdvAcc: (gpt4o: 1.9% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  54%|█████▍    | 54/100 [14:59<10:22, 13.52s/entry, AdvAcc: (gpt4o: 1.9% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  54%|█████▍    | 54/100 [15:26<10:22, 13.52s/entry, AdvAcc: (gpt4o: 1.8% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  55%|█████▌    | 55/100 [15:27<13:33, 18.07s/entry, AdvAcc: (gpt4o: 1.8% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  55%|█████▌    | 55/100 [15:52<13:33, 18.07s/entry, AdvAcc: (gpt4o: 1.8% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  56%|█████▌    | 56/100 [15:53<14:52, 20.29s/entry, AdvAcc: (gpt4o: 1.8% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  56%|█████▌    | 56/100 [16:07<14:52, 20.29s/entry, AdvAcc: (gpt4o: 1.8% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  57%|█████▋    | 57/100 [16:08<13:25, 18.73s/entry, AdvAcc: (gpt4o: 1.8% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  57%|█████▋    | 57/100 [16:18<13:25, 18.73s/entry, AdvAcc: (gpt4o: 1.7% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  58%|█████▊    | 58/100 [16:19<11:37, 16.61s/entry, AdvAcc: (gpt4o: 1.7% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  58%|█████▊    | 58/100 [16:31<11:37, 16.61s/entry, AdvAcc: (gpt4o: 1.7% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  59%|█████▉    | 59/100 [16:32<10:27, 15.30s/entry, AdvAcc: (gpt4o: 1.7% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  59%|█████▉    | 59/100 [16:42<10:27, 15.30s/entry, AdvAcc: (gpt4o: 1.7% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  60%|██████    | 60/100 [16:43<09:24, 14.11s/entry, AdvAcc: (gpt4o: 1.7% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  60%|██████    | 60/100 [17:05<09:24, 14.11s/entry, AdvAcc: (gpt4o: 1.6% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  61%|██████    | 61/100 [17:06<10:57, 16.86s/entry, AdvAcc: (gpt4o: 1.6% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  61%|██████    | 61/100 [17:20<10:57, 16.86s/entry, AdvAcc: (gpt4o: 1.6% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  62%|██████▏   | 62/100 [17:21<10:17, 16.24s/entry, AdvAcc: (gpt4o: 1.6% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  62%|██████▏   | 62/100 [17:34<10:17, 16.24s/entry, AdvAcc: (gpt4o: 1.6% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  63%|██████▎   | 63/100 [17:35<09:37, 15.62s/entry, AdvAcc: (gpt4o: 1.6% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  63%|██████▎   | 63/100 [17:49<09:37, 15.62s/entry, AdvAcc: (gpt4o: 1.6% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  64%|██████▍   | 64/100 [17:50<09:08, 15.23s/entry, AdvAcc: (gpt4o: 1.6% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  64%|██████▍   | 64/100 [17:58<09:08, 15.23s/entry, AdvAcc: (gpt4o: 1.5% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  65%|██████▌   | 65/100 [17:59<07:54, 13.56s/entry, AdvAcc: (gpt4o: 1.5% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  65%|██████▌   | 65/100 [18:20<07:54, 13.56s/entry, AdvAcc: (gpt4o: 1.5% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  66%|██████▌   | 66/100 [18:21<09:08, 16.14s/entry, AdvAcc: (gpt4o: 1.5% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  66%|██████▌   | 66/100 [18:34<09:08, 16.14s/entry, AdvAcc: (gpt4o: 1.5% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  67%|██████▋   | 67/100 [18:35<08:32, 15.52s/entry, AdvAcc: (gpt4o: 1.5% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  67%|██████▋   | 67/100 [18:50<08:32, 15.52s/entry, AdvAcc: (gpt4o: 1.5% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  68%|██████▊   | 68/100 [18:51<08:17, 15.56s/entry, AdvAcc: (gpt4o: 1.5% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  68%|██████▊   | 68/100 [19:12<08:17, 15.56s/entry, AdvAcc: (gpt4o: 1.4% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  69%|██████▉   | 69/100 [19:13<08:59, 17.39s/entry, AdvAcc: (gpt4o: 1.4% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  69%|██████▉   | 69/100 [19:24<08:59, 17.39s/entry, AdvAcc: (gpt4o: 1.4% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  70%|███████   | 70/100 [19:25<07:57, 15.92s/entry, AdvAcc: (gpt4o: 1.4% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  70%|███████   | 70/100 [19:40<07:57, 15.92s/entry, AdvAcc: (gpt4o: 1.4% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  71%|███████   | 71/100 [19:41<07:38, 15.82s/entry, AdvAcc: (gpt4o: 1.4% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  71%|███████   | 71/100 [19:50<07:38, 15.82s/entry, AdvAcc: (gpt4o: 1.4% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  72%|███████▏  | 72/100 [19:51<06:38, 14.25s/entry, AdvAcc: (gpt4o: 1.4% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  72%|███████▏  | 72/100 [20:17<06:38, 14.25s/entry, AdvAcc: (gpt4o: 1.4% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  73%|███████▎  | 73/100 [20:18<08:03, 17.91s/entry, AdvAcc: (gpt4o: 1.4% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  73%|███████▎  | 73/100 [20:28<08:03, 17.91s/entry, AdvAcc: (gpt4o: 1.4% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  74%|███████▍  | 74/100 [20:30<06:56, 16.02s/entry, AdvAcc: (gpt4o: 1.4% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  74%|███████▍  | 74/100 [20:39<06:56, 16.02s/entry, AdvAcc: (gpt4o: 1.3% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  75%|███████▌  | 75/100 [20:40<05:59, 14.37s/entry, AdvAcc: (gpt4o: 1.3% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  75%|███████▌  | 75/100 [21:03<05:59, 14.37s/entry, AdvAcc: (gpt4o: 1.3% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  76%|███████▌  | 76/100 [21:04<06:56, 17.34s/entry, AdvAcc: (gpt4o: 1.3% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  76%|███████▌  | 76/100 [21:12<06:56, 17.34s/entry, AdvAcc: (gpt4o: 1.3% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  77%|███████▋  | 77/100 [21:13<05:40, 14.81s/entry, AdvAcc: (gpt4o: 1.3% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  77%|███████▋  | 77/100 [21:29<05:40, 14.81s/entry, AdvAcc: (gpt4o: 1.3% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  78%|███████▊  | 78/100 [21:30<05:36, 15.31s/entry, AdvAcc: (gpt4o: 1.3% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  78%|███████▊  | 78/100 [21:41<05:36, 15.31s/entry, AdvAcc: (gpt4o: 1.3% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  79%|███████▉  | 79/100 [21:42<05:03, 14.46s/entry, AdvAcc: (gpt4o: 1.3% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  79%|███████▉  | 79/100 [21:52<05:03, 14.46s/entry, AdvAcc: (gpt4o: 1.2% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  80%|████████  | 80/100 [21:53<04:26, 13.31s/entry, AdvAcc: (gpt4o: 1.2% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  80%|████████  | 80/100 [22:07<04:26, 13.31s/entry, AdvAcc: (gpt4o: 1.2% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  81%|████████  | 81/100 [22:08<04:22, 13.79s/entry, AdvAcc: (gpt4o: 1.2% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  81%|████████  | 81/100 [22:21<04:22, 13.79s/entry, AdvAcc: (gpt4o: 1.2% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  82%|████████▏ | 82/100 [22:22<04:11, 13.96s/entry, AdvAcc: (gpt4o: 1.2% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  82%|████████▏ | 82/100 [22:37<04:11, 13.96s/entry, AdvAcc: (gpt4o: 1.2% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  83%|████████▎ | 83/100 [22:38<04:08, 14.59s/entry, AdvAcc: (gpt4o: 1.2% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  83%|████████▎ | 83/100 [22:47<04:08, 14.59s/entry, AdvAcc: (gpt4o: 1.2% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  84%|████████▍ | 84/100 [22:48<03:31, 13.25s/entry, AdvAcc: (gpt4o: 1.2% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  84%|████████▍ | 84/100 [22:58<03:31, 13.25s/entry, AdvAcc: (gpt4o: 1.2% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  85%|████████▌ | 85/100 [22:59<03:09, 12.65s/entry, AdvAcc: (gpt4o: 1.2% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  85%|████████▌ | 85/100 [23:08<03:09, 12.65s/entry, AdvAcc: (gpt4o: 1.2% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  86%|████████▌ | 86/100 [23:10<02:46, 11.87s/entry, AdvAcc: (gpt4o: 1.2% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  86%|████████▌ | 86/100 [23:19<02:46, 11.87s/entry, AdvAcc: (gpt4o: 1.1% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  87%|████████▋ | 87/100 [23:20<02:30, 11.55s/entry, AdvAcc: (gpt4o: 1.1% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
Querying Entries:  87%|████████▋ | 87/100 [23:34<02:30, 11.55s/entry, AdvAcc: (gpt4o: 1.1% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%) -- SrcAcc: (gpt4o: 0.0% | cl3.7s: 0.0% | L3-70b: 0.0% | L3-8b: 0.0%)]
